record_id,province,tourism_city,destination_type,season,weather_condition,tourism_event_type,transport_mode_priority,tourist_arrivals,domestic_tourists,international_tourists,average_stay_days,repeat_visit_rate,hotel_occupancy_rate,available_hotel_rooms,homestay_availability_index,high_speed_rail_access_score,metro_access_score,tourist_bus_capacity,airport_connectivity_score,traffic_congestion_index,public_facility_usage_rate,smart_tourism_service_score,public_toilet_availability_score,tourist_information_center_score,public_safety_score,tourist_satisfaction_score,social_media_sentiment_score,online_search_trend_index,online_review_volume,e_ticket_booking_rate,regional_income_index,tourism_revenue_yuan,local_business_revenue_yuan,employment_support_index,tourism_gdp_contribution_rate,infrastructure_availability_score,transport_service_score,accommodation_capacity_score,promotion_investment_score,heritage_site_capacity_score,operational_cost_yuan,resource_utilization_rate,decision_response_time_min,crowd_risk_index,environmental_pressure_index,economic_impact_score,tourism_demand_score,resource_pressure_score,demand_category,resource_allocation_decision,public_management_action
13719,Jiangsu,Guiyang,Coastal_Tourism_Zone,Chinese_New_Year,Cold,Coastal_Leisure_Event,Private_Car,28283,26739,1544,6.62,54.53,95.69,8127,80.58,53.45,78,30865,74.29,64.58,43.44,62.24,22.52,98.46,72.78,4.98,0.891,41.87,43359,39.19,90.3,10810639.27,2348704.59,96.77,18.36,52.23,50.26,68.34,57.76,26.6,11120145.49,94.15,162.74,13.57,22.67,63.29,55.31,46.62,Moderate,Infrastructure_Focused,Increase_Public_Facilities
13720,Chongqing,Hangzhou,Pilgrimage_Tourism_Area,Labour_Day_Holiday,Snowy,Lantern_Festival,Ferry_Service,10381,9889,492,6.43,62.78,98.73,9970,28.84,29.13,25.04,42856,70.29,31.83,75.67,61.84,39.09,43.31,90.98,4.34,0.318,34.91,5586,59.09,72.75,8182542.1,6699813.09,77.25,13.09,53.53,48.67,55.42,73.51,34.85,1853855.86,44.66,12.94,66.69,14.93,62.25,42.61,55.27,Moderate,Accommodation_Focused,Expand_Accommodation_Capacity
13721,Tibet,Lhasa,Rural_Tourism_Village,Summer,Rainy,Mountain_Adventure_Event,Ferry_Service,21260,20089,1171,1.89,15.03,90.21,9832,64.37,66.76,85.97,21571,66.98,88.75,41.68,29.08,78.01,46.53,65.86,2.48,0.244,94.19,30522,22.84,49.07,2952183.7,1458840.44,76.91,19.7,87.85,84.78,99.87,41.83,50.11,532757.08,94.6,54.72,53.83,27.24,38.05,44.5,58.13,Moderate,Promotion_Focused,Increase_Promotion_Investment
13722,Shandong,Xiamen,Urban_Commercial_Tourism_Hub,National_Day_Golden_Week,Rainy,Coastal_Leisure_Event,Metro_Service,27404,25926,1478,2.96,18.97,56.79,3880,20.7,99.78,89.03,35393,38.97,32.47,85.68,59.98,80.29,52.77,41.87,4.85,0.319,52.19,14590,37.89,85.7,5262702.57,1839137.46,62.33,18.7,69.11,88.37,35.34,81.4,85.65,3267374.24,42.13,80.58,53.19,52.59,40.45,36.47,53.08,Low,Risk_Control_Allocation,Control_Crowd_Risk
13723,Zhejiang,Xi_an,Coastal_Tourism_Zone,Chinese_New_Year,Snowy,Dragon_Boat_Event,Shared_Bicycle,95579,87651,7928,6.33,12.12,47.9,9951,77.05,78.24,42.06,53348,99.01,70.05,30.35,94.68,40.19,60.82,58.33,2.45,0.834,32.52,3669,65.98,73.06,8590323.15,7947480,90.41,16.15,36.52,80.6,34.22,60.38,93.53,2005768.91,97.22,143.02,64.97,15.6,71.18,60.3,51.53,High,Infrastructure_Focused,Increase_Public_Facilities
13724,Beijing,Nanchang,Pilgrimage_Tourism_Area,Dragon_Boat_Festival,Hot,Business_Expo,Shared_Bicycle,56307,50481,5826,5.09,12.5,52.46,11047,34.74,56.43,50.31,30473,70.33,27.29,68.78,27.2,80.8,70.09,69.87,3.73,0.799,48.49,38742,57.9,83.94,13611191.45,5971740.21,26.3,18.91,73.53,79.94,89.12,43.27,40.75,9841052.23,63.58,21.06,95.75,37.97,62.49,52.45,57.06,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13725,Hainan,Luoyang,Eco_Tourism_Zone,National_Day_Golden_Week,Rainy,Cultural_Heritage_Exhibition,Private_Car,59331,46019,13312,1.87,39.31,79.69,7403,47.92,83.94,40.42,57974,77.72,71.38,42.26,59.43,99.82,86.05,32.26,4.4,0.353,96.16,37857,76.98,74.2,6926727.78,6410978.07,36.79,7.22,41.22,41.88,82.99,80.81,75.62,2594766.42,59.6,162.45,18.17,58.02,46.06,61.76,52.61,High,Risk_Control_Allocation,Control_Crowd_Risk
13726,Jiangsu,Lhasa,Mountain_Scenic_Area,Spring,Rainy,Lantern_Festival,High_Speed_Rail,104863,86618,18245,3.96,17.34,76.45,8537,79.14,90.26,95.11,48382,58.55,43.32,41.57,31.5,41.36,66.32,74.03,4.17,0.563,63.07,42766,11.61,73.41,3934233.23,3078076.15,95.73,11.84,65.53,53.4,80.32,92.75,92.01,11667124.54,38.41,159.98,69.19,51.63,46.4,62.75,59.51,High,Balanced_Allocation,Balanced_Public_Management
13727,Shanghai,Beijing,Mountain_Scenic_Area,Summer,Humid,Coastal_Leisure_Event,High_Speed_Rail,12655,10320,2335,2.67,20.62,88.75,4249,67.64,66.2,32.19,50293,60.07,79.26,72.32,48.03,31.2,75,54.25,4.6,0.491,71.27,32520,45.39,56.25,1796670.05,3073263.44,79.81,9.01,43.02,81.39,81.32,43.23,61.79,3431635.75,33.16,13.79,62.73,72.31,36.29,45.57,68.57,Moderate,Infrastructure_Focused,Increase_Public_Facilities
13728,Xinjiang,Sanya,Historical_Cultural_City,Winter,Rainy,Lantern_Festival,Metro_Service,41412,37075,4337,6.23,33.73,52.11,271,36.68,78.26,47.25,47552,85.51,80.2,78.52,63.85,45.92,79.4,40.42,3.74,0.224,13.43,4200,58.49,106.52,12187194.75,3099762.01,56.06,4.96,60.55,96.38,51.89,83.1,82.93,10269723.42,32.13,117.32,17.28,34.96,53.05,34.46,52.23,Low,Risk_Control_Allocation,Control_Crowd_Risk
13729,Yunnan,Lhasa,Rural_Tourism_Village,Labour_Day_Holiday,Cold,No_Major_Event,Airport_Shuttle,25468,21242,4226,1.96,35.4,71.14,6974,46.81,82.87,41.62,48049,26.52,78.17,52.02,39.05,70.32,88.96,45.14,2.55,0.604,53.79,5396,77.97,59.63,6092561.4,8345776.27,20.92,26.38,68.66,38.69,48.4,19.47,32.51,8991054.96,88.12,46.21,59.28,60.7,53.18,49.28,60.11,Moderate,Transport_Focused,Improve_Transport_Service
13730,Xinjiang,Guiyang,Eco_Tourism_Zone,Winter,Cold,No_Major_Event,Shared_Bicycle,106894,86203,20691,5.29,24.4,93.02,2922,55.76,43.88,16.96,18805,93.21,14.98,29.17,23.09,49.28,88.41,70.54,3.51,0.85,38.45,19472,56.26,58.49,10998840.05,2516190.12,31.46,23.04,89.65,71.96,42.75,66.76,43.85,6803180.25,69.05,162.4,86.39,55.37,49.74,72.5,58.4,High,Risk_Control_Allocation,Control_Crowd_Risk
13731,Sichuan,Guilin,Rural_Tourism_Village,Dragon_Boat_Festival,Cold,Coastal_Leisure_Event,Ferry_Service,8087,7402,685,1.2,63.94,39.47,11099,51.58,59.24,78.93,53110,51.51,11.79,67.67,66.69,38.59,73.33,88.48,2.6,0.497,63.81,47527,35.23,120.18,7064606.16,8151993.31,34.04,8.6,74.03,74.02,93.62,39.79,68.8,10862736.7,68.48,88.82,37.22,23.03,51.08,36.92,33.88,Low,Low_Demand_Maintenance,Maintain_Current_Resources
13732,Guangxi,Chongqing,Pilgrimage_Tourism_Area,Chinese_New_Year,Pleasant,Dragon_Boat_Event,Private_Car,111225,100100,11125,5.84,14.46,58.07,3433,70.16,92.99,48.66,19597,21.77,28.07,96.06,25.82,46.42,62,45.67,4.78,0.163,57.67,21945,60.2,58.67,12398946.77,2132567.93,95.47,16.84,85.41,61.72,75.16,26.75,81.1,5053267.54,74.9,149.64,11.38,94.91,65.46,57.6,58.21,Moderate,Balanced_Allocation,Balanced_Public_Management
13733,Jiangsu,Xi_an,Ethnic_Cultural_Tourism_Area,Chinese_New_Year,Cloudy,Coastal_Leisure_Event,Tourist_Bus,57943,46847,11096,1.63,18.91,40.14,6620,53.66,77.8,72.34,53463,35.09,64.13,94.4,43.85,73.33,39.87,57.41,3.61,0.513,91.15,45873,39.07,46.8,3771089.96,5158214.09,36.93,19.37,63.05,44.65,71.69,52.35,96.25,10008046.14,84.72,32.51,21.47,27.26,40.11,50.95,51.33,Moderate,Public_Facility_Focused,Balanced_Public_Management
13734,Guangxi,Zhangjiajie,Historical_Cultural_City,Winter,Snowy,Food_Tourism_Festival,Shared_Bicycle,91686,75240,16446,1.9,32.46,83.06,1476,66.94,58.16,52.57,2736,24.3,76.68,50.23,93.94,77.43,71.51,64.3,2.89,0.777,15.89,40180,63.65,99.06,4127460.95,2486620.22,92.56,26.82,36.2,75.75,41.18,12.15,95.28,11561297.88,50.3,163.67,19.02,9.13,50.41,63.36,52.87,High,Infrastructure_Focused,Increase_Public_Facilities
13735,Chongqing,Guangzhou,Rural_Tourism_Village,Spring,Pleasant,Food_Tourism_Festival,Tourist_Bus,78522,73368,5154,4.36,24.54,38.51,4129,39.92,44.29,56.2,46309,83.71,86.81,77.13,82.37,94.19,94.57,36.38,4.17,0.374,6.01,44941,66.77,103.98,783527.85,6531390.74,37.61,30.86,38.95,70.72,54.38,48.81,49.66,1701776.08,78.89,158.58,78.85,56.28,41.72,42.9,68.79,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13736,Chongqing,Shenzhen,Mountain_Scenic_Area,Winter,Snowy,Lantern_Festival,High_Speed_Rail,30576,27391,3185,1.08,55.48,95.54,9128,99.97,34.47,54.02,48134,22.5,89.3,74.25,39.63,50.51,63.94,30.79,3.55,0.473,59.82,10687,51.64,119.97,3239725.76,8931564.34,22.22,7.29,46.03,89.27,71.67,36.68,34.47,9436965.17,49.87,173.63,17.28,22.04,40.84,52.53,58.56,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13737,Sichuan,Suzhou,Mountain_Scenic_Area,Dragon_Boat_Festival,Clear,Dragon_Boat_Event,Airport_Shuttle,52030,46077,5953,7.85,18.08,88.42,3507,81.89,98.05,56.77,62433,67.08,52.3,31.98,64.49,65.46,44.56,36.33,2.54,0.75,97.71,49661,31.86,106.84,5725156.09,5477243.77,40.62,22.69,45.24,95.67,36.04,23.1,69.42,3808414.38,60.15,62.29,38.09,77.92,47.81,62.69,54.08,High,Risk_Control_Allocation,Control_Crowd_Risk
13738,Shanghai,Lhasa,Historical_Cultural_City,Summer,Snowy,Coastal_Leisure_Event,Airport_Shuttle,116741,103993,12748,2.89,48.73,38.65,9106,51.6,99.68,90.95,7948,26.55,39.51,47.09,51.46,35.44,37.73,80.04,2.96,0.637,11.24,20206,56.84,72.34,14097189.04,8687191.05,78.49,4.56,59.07,45.34,55.24,34.24,70.53,5590060.16,89.8,63.67,53.19,78.19,78.47,58.99,54.03,Moderate,Balanced_Allocation,Balanced_Public_Management
13739,Xinjiang,Luoyang,Eco_Tourism_Zone,Winter,Cold,Temple_Fair,Shared_Bicycle,90402,67309,23093,1.03,15.17,87.38,3222,97.46,64.84,70.19,58521,80.72,66.02,91.43,34.22,71.64,79.35,56.07,3.01,0.221,12.83,40370,77.32,87.5,8883011.39,1918624.14,67.01,21.36,53.33,70.78,46.8,89.81,78.76,6393914.36,85,30.43,81.43,85.79,51.35,53.31,81.33,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13740,Zhejiang,Xi_an,Urban_Commercial_Tourism_Hub,Autumn,Humid,Cultural_Heritage_Exhibition,Private_Car,85022,72714,12308,7.05,23.27,42.03,9331,76.58,25.17,35.71,19604,84.77,68.66,27.22,97.97,24.49,20.07,60.46,3.39,0.96,71.41,12687,24.49,48.45,556044.89,4729047.01,39.71,20.21,32.56,81.72,82.77,51.64,97.19,2162992.99,62.05,108.44,51.78,12.39,32.45,61.84,45.67,High,Infrastructure_Focused,Increase_Public_Facilities
13741,Henan,Xi_an,Coastal_Tourism_Zone,Spring,Humid,Business_Expo,Shared_Bicycle,74180,58590,15590,1.47,50.18,79.87,5761,56.3,39.49,63.83,33423,43.41,56.71,53.52,50.47,96.56,81.31,94.46,4.97,0.462,83.67,30606,92.6,109.43,2958015.35,2353834.51,60.7,4.25,99.64,58.46,87.44,82.3,24.97,10134883.05,95.62,18.77,69.12,72.3,30.32,67.9,65.1,High,Infrastructure_Focused,Increase_Public_Facilities
13742,Guizhou,Shanghai,Pilgrimage_Tourism_Area,Labour_Day_Holiday,Humid,No_Major_Event,Private_Car,58541,43341,15200,7.12,13.07,79.51,11937,36.95,45.67,97.5,16701,30.3,20.89,49.39,88.82,66.51,55.83,93.77,4.36,0.408,31.59,22889,40.96,99.18,4459050.87,7950103.45,44.91,14.12,82.97,65.1,30.35,45.29,95.14,6102467.62,51.57,43.8,46.24,83.25,49.36,46.49,52.48,Moderate,Balanced_Allocation,Balanced_Public_Management
13743,Shanghai,Luoyang,Rural_Tourism_Village,Spring,Humid,Coastal_Leisure_Event,Ferry_Service,71961,64437,7524,6.59,59.74,96.7,6920,66.38,59.45,51.51,47840,47.1,25.49,67.56,29.38,82.26,97.91,78.81,4.2,0.704,24.89,21600,97.08,106.34,8451381.41,2978841.39,72.69,10.15,36.76,61.86,61.62,78.79,22.34,9495379.38,88.11,156.03,81.35,79.51,50.23,66.54,67.82,High,Risk_Control_Allocation,Control_Crowd_Risk
13744,Shanghai,Guangzhou,Pilgrimage_Tourism_Area,Winter,Hot,Food_Tourism_Festival,Metro_Service,58276,46215,12061,1.85,26.32,64.26,6897,46.93,79.17,31.69,33544,40.08,81.22,44.62,56.76,21.12,80.62,75.66,3.13,0.857,91.12,12839,77.21,50.69,9600303.2,3917396.79,58.77,28.99,53,89.85,35.58,83.17,68.9,2744099.01,43.25,13.44,59.91,55.63,59.57,65.97,60.25,High,Infrastructure_Focused,Increase_Public_Facilities
13745,Hubei,Luoyang,Urban_Commercial_Tourism_Hub,Autumn,Snowy,Mountain_Adventure_Event,High_Speed_Rail,106890,84914,21976,1.79,27.04,83.08,5139,23.45,47.53,49.77,15875,97.44,35.22,71.08,46.55,22.83,87.25,98.03,3.53,0.485,62.01,22334,83.51,60.58,9845279.33,1745713.83,79.34,8.97,65.84,95.14,62.08,45.51,65.14,1745526.5,93.86,134.56,58.14,72.44,51.25,70.84,65.44,High,Balanced_Allocation,Balanced_Public_Management
13746,Guangxi,Shanghai,Urban_Commercial_Tourism_Hub,Summer,Humid,Coastal_Leisure_Event,Metro_Service,93356,81552,11804,6.2,21.36,71.23,10699,47.38,49.48,38.95,44694,92.77,91.57,78.34,92.61,78.85,63.81,89.11,3.92,0.422,76.54,44806,43.68,124.12,6897451.48,8043643.85,28.37,4.56,50.05,85.22,43.2,41.85,38.69,2485773.58,54,15.54,73.22,37.26,47.36,62.08,73.7,High,Public_Facility_Focused,Balanced_Public_Management
13747,Jiangxi,Guiyang,Rural_Tourism_Village,Dragon_Boat_Festival,Pleasant,No_Major_Event,Metro_Service,39189,34482,4707,6.5,57.67,97.75,1396,21.53,38.6,72.03,18450,51.44,77.62,37.1,34.3,29.46,73.06,84.07,2.28,0.836,6.36,15517,50.6,66.37,9072418.14,3825069.18,98.55,31.26,53.06,93.39,80.89,36.06,52.78,8411679.67,47.27,84.68,92.67,80.99,68.94,53.13,72.06,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13748,Shanghai,Sanya,Urban_Commercial_Tourism_Hub,Dragon_Boat_Festival,Hot,Dragon_Boat_Event,Airport_Shuttle,30649,25554,5095,3.63,44.48,67.16,491,62.83,66.69,59.21,63508,66.61,72.08,51.55,22.76,65.28,25.22,32.94,4.53,0.177,43.08,15604,82.89,84.55,9923558.97,5644538.91,58.25,11.26,31.82,56.91,30.34,68.22,91.3,11823547.99,66.63,109.16,76.14,48.23,57.9,41.68,60.38,Low,Risk_Control_Allocation,Control_Crowd_Risk
13749,Zhejiang,Nanchang,Pilgrimage_Tourism_Area,Winter,Hot,Coastal_Leisure_Event,Private_Car,64010,54635,9375,7.13,10.52,95.22,6640,24.42,51.67,97.65,48624,51.02,37.9,93.51,76.31,69.32,60.67,40.72,4.07,0.618,27.31,38638,94.3,81.43,7486829.91,4759644.05,85.85,10.54,78.7,30.87,80.42,45.02,77.71,536671.77,71.48,156.8,19.19,41.01,56.37,58.91,57.52,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13750,Guizhou,Beijing,Rural_Tourism_Village,Summer,Rainy,Dragon_Boat_Event,Tourist_Bus,25774,23808,1966,2.39,60.18,61.05,8960,27.14,33.96,63.02,52316,66.33,49.66,57.48,86.96,88.53,25.5,67.54,3.4,0.363,60.03,14823,33.31,103.12,11933370.09,3499796.4,76.21,14.99,32.8,45.14,56.91,65.12,31.81,6097924.25,66.37,30.17,97.36,58.67,62.62,41.72,61.08,Low,Risk_Control_Allocation,Control_Crowd_Risk
13751,Fujian,Luoyang,Eco_Tourism_Zone,Autumn,Clear,Temple_Fair,Metro_Service,8977,6694,2283,5.28,61.1,47.05,5542,95.12,59.83,61.04,1217,27.57,77.54,90.05,35.77,96.85,31.74,37.33,4.31,0.235,68.48,39982,52.28,74.53,3589501.15,8419014.49,88.38,7.98,66.47,84.45,39.22,48.28,90.36,4841582.11,60.91,103.87,93.87,76.65,57.05,36.02,70.71,Low,Risk_Control_Allocation,Control_Crowd_Risk
13752,Yunnan,Shanghai,Urban_Commercial_Tourism_Hub,Dragon_Boat_Festival,Rainy,Cultural_Heritage_Exhibition,High_Speed_Rail,74652,54920,19732,3.91,39.37,59.14,11051,66.73,74.77,32.55,19356,99.45,17.1,36.19,62.48,22.34,94.49,87.5,3.02,0.89,96.72,4527,59.65,67.52,10212459.12,545074.57,32.59,14.22,69.68,37.28,34.46,27.85,57.23,2589471.75,96.59,139.82,59.11,43.69,39.18,69.92,44.59,High,Promotion_Focused,Increase_Promotion_Investment
13753,Hunan,Guilin,Coastal_Tourism_Zone,Labour_Day_Holiday,Pleasant,Mountain_Adventure_Event,Metro_Service,83092,72913,10179,3.34,25.95,63.62,10333,92.66,60.8,45.49,7392,93.82,60.12,70.3,38.97,85.83,36.52,76.68,2.8,0.267,21.43,10461,38.8,83.79,7060834.67,8075162.62,42.28,26.36,26.59,41.24,59,65.06,76.32,10130165.15,58,83.16,73.2,93.33,60.02,46.42,70.3,Moderate,Infrastructure_Focused,Increase_Public_Facilities
13754,Henan,Guiyang,Ethnic_Cultural_Tourism_Area,Winter,Hot,No_Major_Event,Tourist_Bus,32029,27702,4327,4.76,17.16,77.02,7342,25.74,79.4,73.88,7682,44.1,48.84,55.22,69.41,59.57,44.04,74.44,2.78,0.401,53.58,27091,60.25,115.68,11918640.91,8130737.22,41.17,13.27,71.33,90.12,57.65,30.23,75.53,1471299.57,43.75,147.25,87.54,37.52,66,45.06,59.36,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13755,Guangdong,Lhasa,Historical_Cultural_City,Winter,Rainy,Mountain_Adventure_Event,Tourist_Bus,59047,45148,13899,3.12,22.89,74.49,1057,99,65.31,99.13,59882,24.21,17.05,52.37,46.01,74.26,21.15,88.46,4.1,0.682,42.72,34177,93.26,123.64,10949206.99,4689858.63,87.9,24.02,83.35,68.54,89.25,80.53,38.4,9773785.51,80.17,134.48,25.36,40.56,70.16,58.44,42.15,Moderate,Infrastructure_Focused,Increase_Public_Facilities
13756,Hunan,Qingdao,Rural_Tourism_Village,Dragon_Boat_Festival,Pleasant,Food_Tourism_Festival,High_Speed_Rail,66994,56627,10367,2.56,57.96,46.93,7431,81.11,59.81,67.65,7833,74.9,17.74,56.63,75.27,43.73,39.82,96.47,3.78,0.57,63.35,11302,22.45,102.4,6227354.31,8317552.61,26.73,34.58,30.09,51.98,67.87,66.64,28.14,10455358.29,36.55,96.68,82.96,90.19,58.15,52.47,56.32,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13757,Guangxi,Guilin,Urban_Commercial_Tourism_Hub,Summer,Pleasant,Temple_Fair,Ferry_Service,43920,39482,4438,4.78,19.76,43.09,6150,85.22,38.11,98.54,57475,97.42,97.6,43.82,28.8,74.56,99.47,64.98,4.84,0.453,18.86,14698,24.6,109.25,1142875.86,1760954.41,25.59,31.13,68.56,56.67,72.65,97.97,75.11,9082204.1,64.82,40.78,14.19,59.97,26.41,33.95,49.73,Low,Transport_Focused,Improve_Transport_Service
13758,Hubei,Suzhou,Urban_Commercial_Tourism_Hub,Winter,Cloudy,Temple_Fair,Shared_Bicycle,108920,97549,11371,4.69,16.51,68.21,9536,92.92,54.94,31.44,6005,77.64,33.83,90.75,51.6,54.13,91.07,31.38,3.68,0.593,24.02,22596,71.37,82.79,13925664.02,1480456.2,56.17,8.79,75.82,77.49,86.24,34.61,49.82,8414549.82,72.8,45.44,28.39,27.42,54.17,62.48,55.24,High,Risk_Control_Allocation,Control_Crowd_Risk
13759,Fujian,Zhangjiajie,Historical_Cultural_City,Autumn,Pleasant,No_Major_Event,Tourist_Bus,67314,58090,9224,6.67,26.66,38.78,5141,95.22,36.5,78.55,7314,23.34,91.88,27.31,74.35,60.92,93.5,51.5,4.37,0.325,88.19,9988,21.95,124.74,2626166.54,6006721.36,32.64,2.07,37.89,75.43,99.43,84.13,98.77,2684995.1,76.58,176.29,60.75,28.09,31.8,48.1,51.95,Moderate,Infrastructure_Focused,Increase_Public_Facilities
13760,Hunan,Suzhou,Rural_Tourism_Village,Winter,Snowy,Cultural_Heritage_Exhibition,Ferry_Service,47718,35850,11868,5.55,25.19,74.46,1659,77.19,31.71,52.97,49004,69.09,81.42,94.98,44.53,77.55,91.83,58.4,3,0.585,44.96,22627,79.31,86.14,6084402.34,6427601.96,53.81,23.25,83.64,49.75,36.83,91,71.55,1066851.15,59.59,24.67,48.65,50.36,54.8,53,68.43,Moderate,Transport_Focused,Improve_Transport_Service
13761,Zhejiang,Guiyang,Rural_Tourism_Village,Labour_Day_Holiday,Humid,Dragon_Boat_Event,Tourist_Bus,49748,39448,10300,3.34,50.18,74.27,4699,68.86,27.8,21.02,14206,36.27,63.41,31.72,59.03,80.55,59.48,84.63,2.31,0.291,11.2,22793,76.01,56.53,6583846.96,2740069.92,25.95,23.1,64.39,81.62,50.02,27.26,97.11,8413844.95,57.07,118.24,7.69,54.56,38.7,44.45,44.63,Moderate,Balanced_Allocation,Balanced_Public_Management
13762,Hainan,Hangzhou,Pilgrimage_Tourism_Area,Labour_Day_Holiday,Humid,Food_Tourism_Festival,Shared_Bicycle,28483,23281,5202,5.81,29.89,47.78,6588,29.83,35.62,28.4,38395,45.71,53.67,72.13,72.06,78.66,58.21,86.25,2.55,0.43,83.2,32237,26.76,78.09,10622506.71,5879173.15,45.93,34.84,69.37,36.02,45.01,65.87,66.76,3933142.67,68.2,153.02,94.17,77.89,66.54,41.84,64.31,Low,Risk_Control_Allocation,Control_Crowd_Risk
13763,Guangdong,Qingdao,Pilgrimage_Tourism_Area,Chinese_New_Year,Snowy,Mountain_Adventure_Event,Tourist_Bus,110449,100418,10031,1.82,19.6,95.47,1474,28.67,26.32,65.24,6444,78.46,20.86,65.01,71.06,83.56,46.02,33.08,4.58,0.452,39.05,13507,36.42,92.19,11315358.93,153732.85,60.93,19.69,26.28,38.48,43.7,67.56,33,11663446.71,57.43,67.08,39.97,91.17,49.94,64.39,62.5,High,Risk_Control_Allocation,Control_Crowd_Risk
13764,Shanghai,Shenzhen,Rural_Tourism_Village,Autumn,Snowy,Mountain_Adventure_Event,Metro_Service,100095,85132,14963,2.27,16.21,71.75,2428,44.53,87.95,35.07,36898,25.29,66.32,96.38,89.76,69.79,55.44,56.98,3.77,0.354,76.95,30635,67.65,55.92,1420682.19,5908428.56,24.88,14.85,58.12,56.91,30.33,65.28,74.04,9379885.88,64.07,38.82,62.92,88.96,31.89,64.69,77.06,High,Public_Facility_Focused,Balanced_Public_Management
13765,Guizhou,Sanya,Rural_Tourism_Village,Spring,Hot,Food_Tourism_Festival,High_Speed_Rail,107464,96284,11180,5.1,36.26,98.99,11643,52.97,57.63,21.68,5139,21.98,66.01,93.05,77.33,88.59,90.16,46.83,2.6,0.514,70.33,38225,64.84,91.45,6838065.41,2205087.38,28.03,29.39,34.82,65.32,40.45,58.5,26.24,277961.06,96.67,113.53,92.42,30.85,40.85,74.57,80.77,High,Risk_Control_Allocation,Control_Crowd_Risk
13766,Hainan,Sanya,Historical_Cultural_City,Summer,Rainy,Coastal_Leisure_Event,Metro_Service,66530,62647,3883,4.9,62.02,37.75,5065,99.16,38.15,52.79,18472,47.21,11.9,43.85,66.55,62.91,21.75,36.55,3.81,0.773,57.67,13712,73.94,69.75,3614564.4,8953765.48,67.31,10.64,60.5,32.69,80.45,30.91,89.02,591099.15,33.15,100.95,27.41,85.93,54.39,58.92,39.28,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13767,Xinjiang,Urumqi,Pilgrimage_Tourism_Area,Dragon_Boat_Festival,Snowy,Food_Tourism_Festival,Shared_Bicycle,113378,98609,14769,4.71,31.64,83.47,9087,71.29,33.36,95.29,44812,89.98,76.01,67.86,88.17,75.5,65.22,64.9,4.57,0.489,94.56,5554,13.82,79.74,2109941.98,4481801.94,72.33,27.59,47.09,30.17,34.16,99.7,78.39,1642451.71,93.89,62.74,44.13,77.27,46.49,71.21,71.35,High,Transport_Focused,Improve_Transport_Service
13768,Hunan,Kunming,Pilgrimage_Tourism_Area,National_Day_Golden_Week,Pleasant,Cultural_Heritage_Exhibition,High_Speed_Rail,44831,34829,10002,5.44,10.1,51.41,11817,71.78,90.18,70.95,64699,92.25,10.85,67.03,90.62,42.28,90.33,80.53,4.66,0.443,29.93,13905,56.88,83.88,12395712,8516339.8,79.88,7.2,55.35,89.46,29.87,12.75,57.78,10997328.32,69.31,46.93,29.39,35.69,75.43,39.72,38.73,Low,Low_Demand_Maintenance,Maintain_Current_Resources
13769,Yunnan,Guilin,Ethnic_Cultural_Tourism_Area,National_Day_Golden_Week,Cloudy,Business_Expo,Tourist_Bus,22882,17241,5641,2.08,23.6,68.19,5817,63.92,29.12,81.24,52418,42.11,18.93,43.55,81.43,45.88,70.06,97.8,2.66,0.809,51.81,24994,53.02,121.36,4949164.24,2410244.74,72.61,23.37,30.31,42.28,89.51,45.77,33.9,11090261.67,60.25,52.55,58.65,58.87,45.74,48.04,45.47,Moderate,Infrastructure_Focused,Increase_Public_Facilities
13770,Fujian,Sanya,Mountain_Scenic_Area,Autumn,Cloudy,Dragon_Boat_Event,Tourist_Bus,52481,37793,14688,6.61,26.72,41.72,3445,30.37,77,55.03,35895,35.35,70.77,69.38,76.4,32.45,23.87,82.75,4.54,0.771,58.73,29406,73.78,108.27,2329338.86,4155069.65,75.17,16.42,41.58,57.43,69.1,86.64,80.88,7927194.07,35.13,96.47,21.56,70.22,42.34,53.42,52.65,Moderate,Infrastructure_Focused,Increase_Public_Facilities
13771,Henan,Hangzhou,Ethnic_Cultural_Tourism_Area,Dragon_Boat_Festival,Pleasant,Cultural_Heritage_Exhibition,Private_Car,113964,86857,27107,7.13,43.31,44.6,3372,63.71,87.96,38.63,53623,78.03,10.77,62.5,68.39,41.26,65.13,78.84,2.84,0.607,97.32,26879,43.27,101.68,10290135.52,3467938.43,52.89,32.18,76.96,62.61,97.87,72.11,89.37,8603120.71,60.54,46.36,62.11,93.19,59.74,70.81,55.78,High,Balanced_Allocation,Balanced_Public_Management
